Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"12.10.2020 12:54"
Zeitbezug:;MEZ
Messstellen-Name:;Dillingen
Messstellen-Nr.:;10035801
Gewässer:;Donau
Ostwert:;610566;Nordwert:;5380536;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"415,01 m NN (DHHN12)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2017-01-01;70,1;77,5;50,7;Rohdaten
2017-01-02;64,5;74,2;60,6;Rohdaten
2017-01-03;64,5;67,4;53,9;Rohdaten
2017-01-04;64,4;67,4;60,6;Rohdaten
2017-01-05;67,7;71;67,4;Rohdaten
2017-01-06;64,6;71;60,6;Rohdaten
2017-01-07;56,9;60,6;50,7;Rohdaten
2017-01-08;60,1;67,4;57,2;Rohdaten
2017-01-09;56,7;67,4;47,4;Rohdaten
2017-01-10;62,5;74,2;50,7;Rohdaten
2017-01-11;60,2;67,4;41,2;Rohdaten
2017-01-12;72,3;87,8;60,6;Rohdaten
2017-01-13;95;131;67,4;Rohdaten
2017-01-14;102;137;67,4;Rohdaten
2017-01-15;71,6;81;67,4;Rohdaten
2017-01-16;66,7;71;57,2;Rohdaten
2017-01-17;69;81;53,9;Rohdaten
2017-01-18;61,2;81;38,1;Rohdaten
2017-01-19;66,5;74,2;60,6;Rohdaten
2017-01-20;59,8;67,4;50,7;Rohdaten
2017-01-21;59,5;71;50,7;Rohdaten
2017-01-22;57,3;64;44,3;Rohdaten
2017-01-23;64,6;74,2;53,9;Rohdaten
2017-01-24;65,3;84,3;50,7;Rohdaten
2017-01-25;64,7;74,2;50,7;Rohdaten
2017-01-26;60,3;71;50,7;Rohdaten
2017-01-27;65,1;84,3;50,7;Rohdaten
2017-01-28;59,6;71;47,4;Rohdaten
2017-01-29;67,8;71;64;Rohdaten
2017-01-30;66,5;81;53,9;Rohdaten
2017-01-31;102;218;60,6;Rohdaten
2017-02-01;255;294;201;Rohdaten
2017-02-02;185;207;163;Rohdaten
2017-02-03;168;178;147;Rohdaten
2017-02-04;156;181;141;Rohdaten
2017-02-05;137;159;124;Rohdaten
2017-02-06;125;144;104;Rohdaten
2017-02-07;115;137;91;Rohdaten
2017-02-08;102;104;91;Rohdaten
2017-02-09;100;114;77,5;Rohdaten
2017-02-10;93,7;94,3;87,8;Rohdaten
2017-02-11;86,7;101;71;Rohdaten
2017-02-12;93,1;97,8;87,8;Rohdaten
2017-02-13;77,5;94,3;60,6;Rohdaten
2017-02-14;76,5;97,8;41,2;Rohdaten
2017-02-15;77,1;87,8;67,4;Rohdaten
2017-02-16;74;81;60,6;Rohdaten
2017-02-17;98,7;141;71;Rohdaten
2017-02-18;129;156;84,3;Rohdaten
2017-02-19;114;141;94,3;Rohdaten
2017-02-20;94;111;60,6;Rohdaten
2017-02-21;111;159;87,8;Rohdaten
2017-02-22;208;264;160;Rohdaten
2017-02-23;201;258;156;Rohdaten
2017-02-24;156;166;147;Rohdaten
2017-02-25;157;169;147;Rohdaten
2017-02-26;133;153;114;Rohdaten
2017-02-27;133;137;124;Rohdaten
2017-02-28;126;137;118;Rohdaten
2017-03-01;143;156;124;Rohdaten
2017-03-02;160;216;137;Rohdaten
2017-03-03;203;227;187;Rohdaten
2017-03-04;188;199;172;Rohdaten
2017-03-05;169;193;137;Rohdaten
2017-03-06;155;163;137;Rohdaten
2017-03-07;177;204;150;Rohdaten
2017-03-08;207;224;193;Rohdaten
2017-03-09;291;511;184;Rohdaten
2017-03-10;505;545;420;Rohdaten
2017-03-11;340;422;281;Rohdaten
2017-03-12;276;309;232;Rohdaten
2017-03-13;235;248;204;Rohdaten
2017-03-14;190;207;169;Rohdaten
2017-03-15;171;187;140;Rohdaten
2017-03-16;161;169;150;Rohdaten
2017-03-17;160;178;140;Rohdaten
2017-03-18;153;184;114;Rohdaten
2017-03-19;324;410;187;Rohdaten
2017-03-20;281;407;207;Rohdaten
2017-03-21;211;253;193;Rohdaten
2017-03-22;180;199;156;Rohdaten
2017-03-23;180;199;143;Rohdaten
2017-03-24;153;175;137;Rohdaten
2017-03-25;134;172;104;Rohdaten
2017-03-26;153;172;121;Rohdaten
2017-03-27;141;147;121;Rohdaten
2017-03-28;116;134;87,1;Rohdaten
2017-03-29;117;140;90,7;Rohdaten
2017-03-30;112;130;101;Rohdaten
2017-03-31;121;134;111;Rohdaten
2017-04-01;120;134;101;Rohdaten
2017-04-02;106;134;80,7;Rohdaten
2017-04-03;114;134;97,6;Rohdaten
2017-04-04;128;134;124;Rohdaten
2017-04-05;126;137;108;Rohdaten
2017-04-06;108;127;87,1;Rohdaten
2017-04-07;104;118;83,9;Rohdaten
2017-04-08;96,7;104;83,9;Rohdaten
2017-04-09;85,1;93,9;77;Rohdaten
2017-04-10;101;124;80,7;Rohdaten
2017-04-11;105;114;90,7;Rohdaten
2017-04-12;101;111;93,9;Rohdaten
2017-04-13;92,8;108;70,2;Rohdaten
2017-04-14;93,4;108;73,6;Rohdaten
2017-04-15;82,1;118;46,9;Rohdaten
2017-04-16;99,1;127;77;Rohdaten
2017-04-17;138;150;127;Rohdaten
2017-04-18;156;181;124;Rohdaten
2017-04-19;132;163;114;Rohdaten
2017-04-20;122;150;101;Rohdaten
2017-04-21;103;121;87,1;Rohdaten
2017-04-22;104;121;90,7;Rohdaten
2017-04-23;104;118;87,1;Rohdaten
2017-04-24;116;130;77;Rohdaten
2017-04-25;126;169;108;Rohdaten
2017-04-26;233;269;166;Rohdaten
2017-04-27;256;309;229;Rohdaten
2017-04-28;329;349;299;Rohdaten
2017-04-29;296;332;242;Rohdaten
2017-04-30;282;329;232;Rohdaten
2017-05-01;229;248;210;Rohdaten
2017-05-02;303;334;240;Rohdaten
2017-05-03;262;304;229;Rohdaten
2017-05-04;220;242;202;Rohdaten
2017-05-05;232;242;221;Rohdaten
2017-05-06;209;218;199;Rohdaten
2017-05-07;230;269;207;Rohdaten
2017-05-08;334;450;269;Rohdaten
2017-05-09;449;496;359;Rohdaten
2017-05-10;320;367;284;Rohdaten
2017-05-11;256;289;229;Rohdaten
2017-05-12;224;245;210;Rohdaten
2017-05-13;232;261;213;Rohdaten
2017-05-14;239;296;193;Rohdaten
2017-05-15;253;284;199;Rohdaten
2017-05-16;215;245;199;Rohdaten
2017-05-17;178;210;156;Rohdaten
2017-05-18;187;235;153;Rohdaten
2017-05-19;167;187;143;Rohdaten
2017-05-20;196;232;166;Rohdaten
2017-05-21;148;172;111;Rohdaten
2017-05-22;149;156;137;Rohdaten
2017-05-23;138;147;134;Rohdaten
2017-05-24;142;153;130;Rohdaten
2017-05-25;133;147;121;Rohdaten
2017-05-26;136;140;114;Rohdaten
2017-05-27;122;140;104;Rohdaten
2017-05-28;128;147;111;Rohdaten
2017-05-29;120;124;114;Rohdaten
2017-05-30;123;134;114;Rohdaten
2017-05-31;125;134;111;Rohdaten
2017-06-01;125;134;111;Rohdaten
2017-06-02;123;127;108;Rohdaten
2017-06-03;122;130;118;Rohdaten
2017-06-04;148;175;111;Rohdaten
2017-06-05;144;156;114;Rohdaten
2017-06-06;139;175;124;Rohdaten
2017-06-07;185;204;169;Rohdaten
2017-06-08;133;169;118;Rohdaten
2017-06-09;113;130;90,7;Rohdaten
2017-06-10;115;130;93,9;Rohdaten
2017-06-11;111;124;97,6;Rohdaten
2017-06-12;93,9;104;70,2;Rohdaten
2017-06-13;107;118;101;Rohdaten
2017-06-14;87,2;108;70,2;Rohdaten
2017-06-15;97,3;104;90,7;Rohdaten
2017-06-16;116;143;93,9;Rohdaten
2017-06-17;107;137;77;Rohdaten
2017-06-18;90,9;111;70,2;Rohdaten
2017-06-19;95,8;108;73,6;Rohdaten
2017-06-20;85,9;97,6;77;Rohdaten
2017-06-21;96,8;124;80,7;Rohdaten
2017-06-22;91,2;108;80,7;Rohdaten
2017-06-23;77,3;87,1;56,7;Rohdaten
2017-06-24;87,7;114;66,8;Rohdaten
2017-06-25;74,4;90,7;60;Rohdaten
2017-06-26;93;124;77;Rohdaten
2017-06-27;85,2;97,6;70,2;Rohdaten
2017-06-28;88,8;101;80,7;Rohdaten
2017-06-29;148;202;97,6;Rohdaten
2017-06-30;121;147;97,6;Rohdaten
2017-07-01;105;118;97,6;Rohdaten
2017-07-02;109;118;90,7;Rohdaten
2017-07-03;119;172;93,9;Rohdaten
2017-07-04;132;166;90,7;Rohdaten
2017-07-05;92,4;101;87,1;Rohdaten
2017-07-06;72,9;90,7;53,5;Rohdaten
2017-07-07;81,4;101;70,2;Rohdaten
2017-07-08;91,4;108;77;Rohdaten
2017-07-09;102;147;83,9;Rohdaten
2017-07-10;116;127;93,9;Rohdaten
2017-07-11;142;172;127;Rohdaten
2017-07-12;117;147;93,9;Rohdaten
2017-07-13;96,3;127;77;Rohdaten
2017-07-14;116;130;93,9;Rohdaten
2017-07-15;132;169;90,7;Rohdaten
2017-07-16;120;130;97,6;Rohdaten
2017-07-17;95,2;111;73,6;Rohdaten
2017-07-18;90,1;108;73,6;Rohdaten
2017-07-19;101;134;70,2;Rohdaten
2017-07-20;100;121;80,7;Rohdaten
2017-07-21;113;121;87,1;Rohdaten
2017-07-22;113;127;104;Rohdaten
2017-07-23;128;147;114;Rohdaten
2017-07-24;118;134;104;Rohdaten
2017-07-25;203;334;130;Rohdaten
2017-07-26;361;486;309;Rohdaten
2017-07-27;474;582;349;Rohdaten
2017-07-28;296;354;250;Rohdaten
2017-07-29;249;289;202;Rohdaten
2017-07-30;193;229;166;Rohdaten
2017-07-31;187;216;156;Rohdaten
2017-08-01;143;163;118;Rohdaten
2017-08-02;154;169;121;Rohdaten
2017-08-03;141;153;127;Rohdaten
2017-08-04;131;143;111;Rohdaten
2017-08-05;118;130;97,6;Rohdaten
2017-08-06;107;118;93,9;Rohdaten
2017-08-07;102;114;80,7;Rohdaten
2017-08-08;78,9;114;56,7;Rohdaten
2017-08-09;119;178;73,6;Rohdaten
2017-08-10;142;190;111;Rohdaten
2017-08-11;128;150;97,6;Rohdaten
2017-08-12;152;175;127;Rohdaten
2017-08-13;163;196;130;Rohdaten
2017-08-14;98,2;127;80,7;Rohdaten
2017-08-15;83,5;97,6;63,4;Rohdaten
2017-08-16;127;150;80,7;Rohdaten
2017-08-17;95,7;130;66,8;Rohdaten
2017-08-18;81,8;90,7;73,6;Rohdaten
2017-08-19;148;175;93,9;Rohdaten
2017-08-20;140;153;130;Rohdaten
2017-08-21;97,3;134;83,9;Rohdaten
2017-08-22;86,3;93,9;70,2;Rohdaten
2017-08-23;73,4;93,9;53,5;Rohdaten
2017-08-24;67,2;97,6;34,5;Rohdaten
2017-08-25;61,8;73,6;50,2;Rohdaten
2017-08-26;54;70,2;40,6;Rohdaten
2017-08-27;50,4;77;34,5;Rohdaten
2017-08-28;65,5;90,7;46,9;Rohdaten
2017-08-29;40,6;60;28,7;Rohdaten
2017-08-30;44;66,8;34,5;Rohdaten
2017-08-31;61,4;118;43,8;Rohdaten
2017-09-01;308;509;114;Rohdaten
2017-09-02;441;532;327;Rohdaten
2017-09-03;426;533;346;Rohdaten
2017-09-04;275;361;220;Rohdaten
2017-09-05;194;226;180;Rohdaten
2017-09-06;169;189;136;Rohdaten
2017-09-07;171;201;136;Rohdaten
2017-09-08;142;171;109;Rohdaten
2017-09-09;129;146;109;Rohdaten
2017-09-10;147;183;112;Rohdaten
2017-09-11;166;183;133;Rohdaten
2017-09-12;133;159;116;Rohdaten
2017-09-13;149;212;122;Rohdaten
2017-09-14;145;174;129;Rohdaten
2017-09-15;191;226;146;Rohdaten
2017-09-16;145;168;116;Rohdaten
2017-09-17;152;168;133;Rohdaten
2017-09-18;133;142;122;Rohdaten
2017-09-19;126;133;99,3;Rohdaten
2017-09-20;127;149;79,3;Rohdaten
2017-09-21;138;152;129;Rohdaten
2017-09-22;109;133;96,1;Rohdaten
2017-09-23;108;119;92,5;Rohdaten
2017-09-24;100;106;96,1;Rohdaten
2017-09-25;111;133;89,3;Rohdaten
2017-09-26;108;119;85,6;Rohdaten
2017-09-27;109;116;96,1;Rohdaten
2017-09-28;105;119;96,1;Rohdaten
2017-09-29;97,4;106;79,3;Rohdaten
2017-09-30;99,7;139;79,3;Rohdaten
2017-10-01;126;177;96,1;Rohdaten
2017-10-02;128;174;99,3;Rohdaten
2017-10-03;152;195;116;Rohdaten
2017-10-04;242;336;165;Rohdaten
2017-10-05;149;165;119;Rohdaten
2017-10-06;176;265;119;Rohdaten
2017-10-07;194;249;149;Rohdaten
2017-10-08;178;217;155;Rohdaten
2017-10-09;171;186;142;Rohdaten
2017-10-10;160;192;142;Rohdaten
2017-10-11;129;152;119;Rohdaten
2017-10-12;113;136;85,6;Rohdaten
2017-10-13;115;122;102;Rohdaten
2017-10-14;101;119;92,5;Rohdaten
2017-10-15;99,9;116;79,3;Rohdaten
2017-10-16;101;109;85,6;Rohdaten
2017-10-17;97,2;102;85,6;Rohdaten
2017-10-18;94,2;99,3;79,3;Rohdaten
2017-10-19;87,2;102;72,2;Rohdaten
2017-10-20;80,8;89,3;65,3;Rohdaten
2017-10-21;80,7;96,1;65,3;Rohdaten
2017-10-22;102;116;79,3;Rohdaten
2017-10-23;100;122;79,3;Rohdaten
2017-10-24;109;116;99,3;Rohdaten
2017-10-25;114;122;89,3;Rohdaten
2017-10-26;99,1;112;92,5;Rohdaten
2017-10-27;103;129;72,2;Rohdaten
2017-10-28;148;183;106;Rohdaten
2017-10-29;111;139;89,3;Rohdaten
2017-10-30;184;244;126;Rohdaten
2017-10-31;135;149;106;Rohdaten
2017-11-01;107;133;102;Rohdaten
2017-11-02;108;112;106;Rohdaten
2017-11-03;102;122;92,5;Rohdaten
2017-11-04;87,6;102;75,6;Rohdaten
2017-11-05;94,1;126;68,7;Rohdaten
2017-11-06;140;171;106;Rohdaten
2017-11-07;125;139;112;Rohdaten
2017-11-08;124;139;116;Rohdaten
2017-11-09;117;122;102;Rohdaten
2017-11-10;104;109;96,1;Rohdaten
2017-11-11;120;183;96,1;Rohdaten
2017-11-12;338;600;162;Rohdaten
2017-11-13;511;619;363;Rohdaten
2017-11-14;332;371;285;Rohdaten
2017-11-15;270;303;223;Rohdaten
2017-11-16;218;252;174;Rohdaten
2017-11-17;189;203;152;Rohdaten
2017-11-18;163;168;159;Rohdaten
2017-11-19;154;174;139;Rohdaten
2017-11-20;161;180;149;Rohdaten
2017-11-21;150;186;129;Rohdaten
2017-11-22;188;206;165;Rohdaten
2017-11-23;153;180;129;Rohdaten
2017-11-24;157;168;139;Rohdaten
2017-11-25;153;192;136;Rohdaten
2017-11-26;193;209;177;Rohdaten
2017-11-27;172;180;152;Rohdaten
2017-11-28;161;180;152;Rohdaten
2017-11-29;162;171;155;Rohdaten
2017-11-30;157;165;149;Rohdaten
2017-12-01;139;152;129;Rohdaten
2017-12-02;135;146;129;Rohdaten
2017-12-03;124;142;109;Rohdaten
2017-12-04;126;142;106;Rohdaten
2017-12-05;123;136;109;Rohdaten
2017-12-06;127;139;112;Rohdaten
2017-12-07;111;119;106;Rohdaten
2017-12-08;122;152;106;Rohdaten
2017-12-09;160;174;133;Rohdaten
2017-12-10;127;142;112;Rohdaten
2017-12-11;191;255;142;Rohdaten
2017-12-12;273;336;198;Rohdaten
2017-12-13;266;308;231;Rohdaten
2017-12-14;233;252;223;Rohdaten
2017-12-15;265;295;241;Rohdaten
2017-12-16;252;280;212;Rohdaten
2017-12-17;213;252;186;Rohdaten
2017-12-18;180;186;165;Rohdaten
2017-12-19;173;183;155;Rohdaten
2017-12-20;164;177;152;Rohdaten
2017-12-21;159;168;149;Rohdaten
2017-12-22;182;215;152;Rohdaten
2017-12-23;230;249;203;Rohdaten
2017-12-24;237;278;212;Rohdaten
2017-12-25;202;236;189;Rohdaten
2017-12-26;197;212;186;Rohdaten
2017-12-27;182;189;180;Rohdaten
2017-12-28;185;192;177;Rohdaten
2017-12-29;176;189;152;Rohdaten
2017-12-30;164;180;149;Rohdaten
2017-12-31;309;393;177;Rohdaten
2018-01-01;318;381;295;Rohdaten
2018-01-02;286;301;263;Rohdaten
2018-01-03;286;388;263;Rohdaten
2018-01-04;438;487;386;Rohdaten
2018-01-05;713;810;454;Rohdaten
2018-01-06;645;764;560;Rohdaten
2018-01-07;541;557;528;Rohdaten
2018-01-08;483;531;447;Rohdaten
2018-01-09;405;447;368;Rohdaten
2018-01-10;347;371;321;Rohdaten
2018-01-11;301;318;285;Rohdaten
2018-01-12;267;288;252;Rohdaten
2018-01-13;243;260;231;Rohdaten
2018-01-14;225;241;212;Rohdaten
2018-01-15;211;228;198;Rohdaten
2018-01-16;219;249;206;Rohdaten
2018-01-17;320;361;239;Rohdaten
2018-01-18;317;341;306;Rohdaten
2018-01-19;475;562;338;Rohdaten
2018-01-20;436;505;414;Rohdaten
2018-01-21;433;449;419;Rohdaten
2018-01-22;465;690;414;Rohdaten
2018-01-23;799;858;687;Rohdaten
2018-01-24;602;699;536;Rohdaten
2018-01-25;531;568;498;Rohdaten
2018-01-26;457;500;426;Rohdaten
2018-01-27;396;424;378;Rohdaten
2018-01-28;352;381;336;Rohdaten
2018-01-29;322;346;306;Rohdaten
2018-01-30;305;311;295;Rohdaten
2018-01-31;295;313;278;Rohdaten
2018-02-01;294;306;278;Rohdaten
2018-02-02;295;308;280;Rohdaten
2018-02-03;272;283;255;Rohdaten
2018-02-04;254;265;244;Rohdaten
2018-02-05;236;252;220;Rohdaten
2018-02-06;225;236;209;Rohdaten
2018-02-07;214;223;195;Rohdaten
2018-02-08;203;215;192;Rohdaten
2018-02-09;202;215;186;Rohdaten
2018-02-10;189;198;180;Rohdaten
2018-02-11;183;198;155;Rohdaten
2018-02-12;187;198;180;Rohdaten
2018-02-13;179;192;168;Rohdaten
2018-02-14;172;186;162;Rohdaten
2018-02-15;168;183;162;Rohdaten
2018-02-16;294;426;180;Rohdaten
2018-02-17;351;419;311;Rohdaten
2018-02-18;317;332;289;Rohdaten
2018-02-19;267;286;250;Rohdaten
2018-02-20;237;250;224;Rohdaten
2018-02-21;218;232;207;Rohdaten
2018-02-22;214;226;193;Rohdaten
2018-02-23;202;221;175;Rohdaten
2018-02-24;191;204;175;Rohdaten
2018-02-25;190;204;172;Rohdaten
2018-02-26;172;204;162;Rohdaten
2018-02-27;162;187;122;Rohdaten
2018-02-28;149;181;129;Rohdaten
2018-03-01;156;187;119;Rohdaten
2018-03-02;159;169;152;Rohdaten
2018-03-03;154;169;136;Rohdaten
2018-03-04;156;165;149;Rohdaten
2018-03-05;171;196;159;Rohdaten
2018-03-06;192;207;162;Rohdaten
2018-03-07;181;187;165;Rohdaten
2018-03-08;196;207;184;Rohdaten
2018-03-09;189;199;181;Rohdaten
2018-03-10;184;193;175;Rohdaten
2018-03-11;181;187;175;Rohdaten
2018-03-12;197;224;181;Rohdaten
2018-03-13;201;221;181;Rohdaten
2018-03-14;212;215;204;Rohdaten
2018-03-15;205;215;190;Rohdaten
2018-03-16;193;207;172;Rohdaten
2018-03-17;187;196;165;Rohdaten
2018-03-18;178;190;169;Rohdaten
2018-03-19;179;184;169;Rohdaten
2018-03-20;164;172;159;Rohdaten
2018-03-21;164;172;156;Rohdaten
2018-03-22;154;165;149;Rohdaten
2018-03-23;156;175;139;Rohdaten
2018-03-24;157;169;132;Rohdaten
2018-03-25;150;169;136;Rohdaten
2018-03-26;147;152;139;Rohdaten
2018-03-27;146;156;129;Rohdaten
2018-03-28;147;181;116;Rohdaten
2018-03-29;215;276;175;Rohdaten
2018-03-30;221;265;172;Rohdaten
2018-03-31;202;215;190;Rohdaten
2018-04-01;195;213;172;Rohdaten
2018-04-02;191;210;181;Rohdaten
2018-04-03;176;199;156;Rohdaten
2018-04-04;184;204;159;Rohdaten
2018-04-05;197;221;175;Rohdaten
2018-04-06;177;187;152;Rohdaten
2018-04-07;179;184;172;Rohdaten
2018-04-08;176;184;169;Rohdaten
2018-04-09;186;196;172;Rohdaten
2018-04-10;172;187;152;Rohdaten
2018-04-11;180;190;172;Rohdaten
2018-04-12;176;190;159;Rohdaten
2018-04-13;157;165;136;Rohdaten
2018-04-14;161;169;152;Rohdaten
2018-04-15;161;165;149;Rohdaten
2018-04-16;161;190;149;Rohdaten
2018-04-17;180;199;169;Rohdaten
2018-04-18;182;199;172;Rohdaten
2018-04-19;173;199;149;Rohdaten
2018-04-20;183;210;152;Rohdaten
2018-04-21;185;201;172;Rohdaten
2018-04-22;194;201;187;Rohdaten
2018-04-23;190;218;165;Rohdaten
2018-04-24;210;229;190;Rohdaten
2018-04-25;206;234;165;Rohdaten
2018-04-26;194;240;169;Rohdaten
2018-04-27;200;221;162;Rohdaten
2018-04-28;159;162;152;Rohdaten
2018-04-29;171;193;112;Rohdaten
2018-04-30;162;196;126;Rohdaten
2018-05-01;161;204;122;Rohdaten
2018-05-02;145;172;109;Rohdaten
2018-05-03;137;146;116;Rohdaten
2018-05-04;138;146;126;Rohdaten
2018-05-05;139;149;126;Rohdaten
2018-05-06;150;159;129;Rohdaten
2018-05-07;153;165;132;Rohdaten
2018-05-08;141;156;126;Rohdaten
2018-05-09;139;149;126;Rohdaten
2018-05-10;136;149;129;Rohdaten
2018-05-11;130;136;126;Rohdaten
2018-05-12;140;146;126;Rohdaten
2018-05-13;153;172;132;Rohdaten
2018-05-14;160;169;152;Rohdaten
2018-05-15;225;299;156;Rohdaten
2018-05-16;212;245;184;Rohdaten
2018-05-17;221;255;172;Rohdaten
2018-05-18;202;237;165;Rohdaten
2018-05-19;153;169;139;Rohdaten
2018-05-20;185;207;149;Rohdaten
2018-05-21;149;169;129;Rohdaten
2018-05-22;150;159;142;Rohdaten
2018-05-23;162;178;149;Rohdaten
2018-05-24;182;213;152;Rohdaten
2018-05-25;178;207;156;Rohdaten
2018-05-26;150;178;139;Rohdaten
2018-05-27;135;149;105;Rohdaten
2018-05-28;145;162;126;Rohdaten
2018-05-29;140;152;126;Rohdaten
2018-05-30;129;136;119;Rohdaten
2018-05-31;149;165;122;Rohdaten
2018-06-01;168;201;142;Rohdaten
2018-06-02;140;149;122;Rohdaten
2018-06-03;143;152;126;Rohdaten
2018-06-04;122;129;116;Rohdaten
2018-06-05;138;162;112;Rohdaten
2018-06-06;115;129;109;Rohdaten
2018-06-07;138;149;129;Rohdaten
2018-06-08;128;139;116;Rohdaten
2018-06-09;165;181;139;Rohdaten
2018-06-10;136;156;119;Rohdaten
2018-06-11;154;193;136;Rohdaten
2018-06-12;182;234;152;Rohdaten
2018-06-13;339;379;247;Rohdaten
2018-06-14;318;372;240;Rohdaten
2018-06-15;210;263;175;Rohdaten
2018-06-16;151;182;117;Rohdaten
2018-06-17;151;160;131;Rohdaten
2018-06-18;143;173;121;Rohdaten
2018-06-19;145;173;121;Rohdaten
2018-06-20;121;144;104;Rohdaten
2018-06-21;121;144;107;Rohdaten
2018-06-22;117;124;111;Rohdaten
2018-06-23;112;131;97,4;Rohdaten
2018-06-24;104;124;90,4;Rohdaten
2018-06-25;102;114;87;Rohdaten
2018-06-26;111;114;100;Rohdaten
2018-06-27;106;117;76,6;Rohdaten
2018-06-28;95;127;83,5;Rohdaten
2018-06-29;110;127;87;Rohdaten
2018-06-30;99,3;117;66,3;Rohdaten
2018-07-01;107;124;80,1;Rohdaten
2018-07-02;102;111;73,1;Rohdaten
