Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
2018-07-03;66,2;71,3;54,4;Rohdaten
2018-07-04;59,4;74,7;47,7;Rohdaten
2018-07-05;77,5;94,6;64,6;Rohdaten
2018-07-06;92,3;111;81,3;Rohdaten
2018-07-07;135;147;101;Rohdaten
2018-07-08;92,7;121;78,1;Rohdaten
2018-07-09;70,6;81,3;57,8;Rohdaten
2018-07-10;66,4;78,1;54,4;Rohdaten
2018-07-11;64,4;81,3;44,5;Rohdaten
2018-07-12;62,7;81,3;41,3;Rohdaten
2018-07-13;51,4;67,9;44,5;Rohdaten
2018-07-14;60,7;64,6;54,4;Rohdaten
2018-07-15;50,4;54,4;44,5;Rohdaten
2018-07-16;73;91,3;51;Rohdaten
2018-07-17;65,1;81,3;54,4;Rohdaten
2018-07-18;52,6;54,4;38,2;Rohdaten
2018-07-19;49,4;61,3;32,2;Rohdaten
2018-07-20;64,2;91,3;47,7;Rohdaten
2018-07-21;63,9;81,3;54,4;Rohdaten
2018-07-22;80,9;91,3;71,3;Rohdaten
2018-07-23;73,3;101;51;Rohdaten
2018-07-24;55,5;64,6;47,7;Rohdaten
2018-07-25;48,6;57,8;35,2;Rohdaten
2018-07-26;59;84,7;44,5;Rohdaten
2018-07-27;56,7;57,8;47,7;Rohdaten
2018-07-28;52,5;57,8;44,5;Rohdaten
2018-07-29;46,5;57,8;26,6;Rohdaten
2018-07-30;47,5;51;38,2;Rohdaten
2018-07-31;44,3;47,7;38,2;Rohdaten
2018-08-01;55,4;61,3;47,7;Rohdaten
2018-08-02;53,1;64,6;47,7;Rohdaten
2018-08-03;62,2;78,1;44,5;Rohdaten
2018-08-04;42,4;51;32,2;Rohdaten
2018-08-05;53,7;64,6;41,3;Rohdaten
2018-08-06;48,8;57,8;38,2;Rohdaten
2018-08-07;37,4;41,3;35,2;Rohdaten
2018-08-08;59,6;67,9;44,5;Rohdaten
2018-08-09;62,8;74,7;51;Rohdaten
2018-08-10;70,3;115;38,2;Rohdaten
2018-08-11;68,9;94,6;44,5;Rohdaten
2018-08-12;61,5;71,3;54,4;Rohdaten
2018-08-13;56;67,9;51;Rohdaten
2018-08-14;57,1;67,9;44,5;Rohdaten
2018-08-15;53;57,8;47,7;Rohdaten
2018-08-16;55;71,3;47,7;Rohdaten
2018-08-17;50,8;54,4;44,5;Rohdaten
2018-08-18;56,5;64,6;47,7;Rohdaten
2018-08-19;48,3;64,6;38,2;Rohdaten
2018-08-20;45,8;54,4;38,2;Rohdaten
2018-08-21;39,2;51;32,2;Rohdaten
2018-08-22;45,2;61,3;38,2;Rohdaten
2018-08-23;54,1;64,6;44,5;Rohdaten
2018-08-24;68;81,3;54,4;Rohdaten
2018-08-25;55,6;67,9;47,7;Rohdaten
2018-08-26;66,5;78,1;29,3;Rohdaten
2018-08-27;57,5;71,3;38,2;Rohdaten
2018-08-28;48,9;57,8;41,3;Rohdaten
2018-08-29;59,1;81,3;35,2;Rohdaten
2018-08-30;58,3;71,3;47,7;Rohdaten
2018-08-31;79,7;98;71,3;Rohdaten
2018-09-01;105;142;79,9;Rohdaten
2018-09-02;131;158;93,1;Rohdaten
2018-09-03;79,5;96,5;56,4;Rohdaten
2018-09-04;66,3;86,6;49,6;Rohdaten
2018-09-05;59,8;69,9;49,6;Rohdaten
2018-09-06;52,6;63,1;36,8;Rohdaten
2018-09-07;63,7;93,1;46,3;Rohdaten
2018-09-08;71,4;86,6;36,8;Rohdaten
2018-09-09;51,1;66,5;25,3;Rohdaten
2018-09-10;58,6;66,5;53;Rohdaten
2018-09-11;64,1;86,6;43,1;Rohdaten
2018-09-12;41,3;53;30,9;Rohdaten
2018-09-13;44,8;63,1;30,9;Rohdaten
2018-09-14;63,9;79,9;43,1;Rohdaten
2018-09-15;73,7;86,6;63,1;Rohdaten
2018-09-16;64,7;79,9;33,8;Rohdaten
2018-09-17;68,4;76,6;56,4;Rohdaten
2018-09-18;47,1;59,9;36,8;Rohdaten
2018-09-19;60,5;69,9;46,3;Rohdaten
2018-09-20;45,5;66,5;33,8;Rohdaten
2018-09-21;54,2;59,9;43,1;Rohdaten
2018-09-22;47,6;69,9;30,9;Rohdaten
2018-09-23;57,6;66,5;43,1;Rohdaten
2018-09-24;111;173;53;Rohdaten
2018-09-25;92,4;135;56,4;Rohdaten
2018-09-26;62,7;73,2;53;Rohdaten
2018-09-27;55,9;69,9;46,3;Rohdaten
2018-09-28;58,9;63,1;46,3;Rohdaten
2018-09-29;54,5;59,9;46,3;Rohdaten
2018-09-30;52,3;59,9;33,8;Rohdaten
2018-10-01;76,7;156;44;Rohdaten
2018-10-02;116;156;77,6;Rohdaten
2018-10-03;72;87,6;60,8;Rohdaten
2018-10-04;74,8;97,5;44;Rohdaten
2018-10-05;59,9;67,5;40,8;Rohdaten
2018-10-06;58,5;70,8;44;Rohdaten
2018-10-07;57,3;90,8;40,8;Rohdaten
2018-10-08;44,6;60,8;37,7;Rohdaten
2018-10-09;51,8;57,4;44;Rohdaten
2018-10-10;55,9;67,5;47,2;Rohdaten
2018-10-11;54,6;57,4;50,6;Rohdaten
2018-10-12;50,7;54;50,6;Rohdaten
2018-10-13;57,3;74,2;44;Rohdaten
2018-10-14;60,6;84,2;44;Rohdaten
2018-10-15;56,3;60,8;54;Rohdaten
2018-10-16;56,3;60,8;54;Rohdaten
2018-10-17;52,1;60,8;44;Rohdaten
2018-10-18;43,4;47,2;40,8;Rohdaten
2018-10-19;43,5;50,6;37,7;Rohdaten
2018-10-20;48;50,6;44;Rohdaten
2018-10-21;46,4;54;44;Rohdaten
2018-10-22;55,2;60,8;50,6;Rohdaten
2018-10-23;51;60,8;44;Rohdaten
2018-10-24;52,7;60,8;40,8;Rohdaten
2018-10-25;49,3;50,6;47,2;Rohdaten
2018-10-26;54,5;57,4;50,6;Rohdaten
2018-10-27;59,6;87,6;47,2;Rohdaten
2018-10-28;84,2;97,5;57,4;Rohdaten
2018-10-29;71,2;90,8;47,2;Rohdaten
2018-10-30;94;127;70,8;Rohdaten
2018-10-31;67,7;94,1;47,2;Rohdaten
2018-11-01;60,7;66,5;56,4;Rohdaten
2018-11-02;53,9;69,9;43,1;Rohdaten
2018-11-03;50,7;59,9;39,9;Rohdaten
2018-11-04;44,7;56,4;39,9;Rohdaten
2018-11-05;46,3;49,6;43,1;Rohdaten
2018-11-06;54,7;63,1;39,9;Rohdaten
2018-11-07;53,5;66,5;49,6;Rohdaten
2018-11-08;48,4;49,6;43,1;Rohdaten
2018-11-09;53,3;59,9;46,3;Rohdaten
2018-11-10;51,3;59,9;39,9;Rohdaten
2018-11-11;45,5;46,3;43,1;Rohdaten
2018-11-12;48,2;59,9;43,1;Rohdaten
2018-11-13;37,3;43,1;33,8;Rohdaten
2018-11-14;45,5;53;36,8;Rohdaten
2018-11-15;47,5;53;43,1;Rohdaten
2018-11-16;54,1;59,9;49,6;Rohdaten
2018-11-17;50,1;56,4;43,1;Rohdaten
2018-11-18;57,3;63,1;46,3;Rohdaten
2018-11-19;47,9;59,9;39,9;Rohdaten
2018-11-20;43,9;56,4;36,8;Rohdaten
2018-11-21;38,7;43,1;33,8;Rohdaten
2018-11-22;46,3;53;39,9;Rohdaten
2018-11-23;51,8;56,4;46,3;Rohdaten
2018-11-24;50,2;53;46,3;Rohdaten
2018-11-25;47,5;56,4;39,9;Rohdaten
2018-11-26;52;59,9;39,9;Rohdaten
2018-11-27;53;66,5;43,1;Rohdaten
2018-11-28;39,7;53;25,3;Rohdaten
2018-11-29;45,5;53;36,8;Rohdaten
2018-11-30;39,1;46,3;33,8;Rohdaten
2018-12-01;45,4;49,6;36,8;Rohdaten
2018-12-02;55,3;64,1;47,2;Rohdaten
2018-12-03;67,2;104;47,2;Rohdaten
2018-12-04;107;120;84,2;Rohdaten
2018-12-05;125;149;64,1;Rohdaten
2018-12-06;78,3;90,8;64,1;Rohdaten
2018-12-07;78,5;87,6;70,8;Rohdaten
2018-12-08;77,7;94,1;64,1;Rohdaten
2018-12-09;105;136;70,8;Rohdaten
2018-12-10;172;186;133;Rohdaten
2018-12-11;140;165;130;Rohdaten
2018-12-12;99,5;133;90,8;Rohdaten
2018-12-13;92,7;97,5;84,2;Rohdaten
2018-12-14;88,1;94,1;77,6;Rohdaten
2018-12-15;63,5;84,2;50,6;Rohdaten
2018-12-16;63,7;70,8;57,4;Rohdaten
2018-12-17;61,8;70,8;54;Rohdaten
2018-12-18;64,6;70,8;57,4;Rohdaten
2018-12-19;58;64,1;50,6;Rohdaten
2018-12-20;65,2;74,2;54;Rohdaten
2018-12-21;69,9;87,6;47,2;Rohdaten
2018-12-22;133;212;84,2;Rohdaten
2018-12-23;227;260;181;Rohdaten
2018-12-24;365;505;234;Rohdaten
2018-12-25;369;518;265;Rohdaten
2018-12-26;266;295;223;Rohdaten
2018-12-27;218;249;192;Rohdaten
2018-12-28;162;207;123;Rohdaten
2018-12-29;124;143;97,5;Rohdaten
2018-12-30;112;143;97,5;Rohdaten
2018-12-31;104;107;97,5;Rohdaten
2019-01-01;103;133;80,8;Rohdaten
2019-01-02;112;162;64,1;Rohdaten
2019-01-03;95,3;101;80,8;Rohdaten
2019-01-04;83,6;90,8;77,6;Rohdaten
2019-01-05;83,8;90,8;77,6;Rohdaten
2019-01-06;93,7;97,5;80,8;Rohdaten
2019-01-07;97,1;104;90,8;Rohdaten
2019-01-08;99,2;107;90,8;Rohdaten
2019-01-09;119;123;107;Rohdaten
2019-01-10;104;114;101;Rohdaten
2019-01-11;84,4;97,5;77,6;Rohdaten
2019-01-12;83,6;87,6;77,6;Rohdaten
2019-01-13;124;189;77,6;Rohdaten
2019-01-14;299;373;186;Rohdaten
2019-01-15;319;355;270;Rohdaten
2019-01-16;252;280;221;Rohdaten
2019-01-17;201;229;181;Rohdaten
2019-01-18;192;212;168;Rohdaten
2019-01-19;161;184;143;Rohdaten
2019-01-20;144;149;133;Rohdaten
2019-01-21;123;136;110;Rohdaten
2019-01-22;108;120;97,5;Rohdaten
2019-01-23;97,8;101;90,8;Rohdaten
2019-01-24;96,6;110;84,2;Rohdaten
2019-01-25;96,5;104;84,2;Rohdaten
2019-01-26;85,3;90,8;80,8;Rohdaten
2019-01-27;86,8;114;60,8;Rohdaten
2019-01-28;86,3;107;77,6;Rohdaten
2019-01-29;99,8;107;84,2;Rohdaten
2019-01-30;88,9;104;77,6;Rohdaten
2019-01-31;84,2;90,8;70,8;Rohdaten
2019-02-01;74;84,2;60,8;Rohdaten
2019-02-02;80,1;84,2;70,8;Rohdaten
2019-02-03;85,1;104;70,8;Rohdaten
2019-02-04;86,8;101;74,2;Rohdaten
2019-02-05;81,5;97,5;70,8;Rohdaten
2019-02-06;79,3;87,6;67,5;Rohdaten
2019-02-07;87,1;97,5;77,6;Rohdaten
2019-02-08;88,4;120;60,8;Rohdaten
2019-02-09;107;127;90,8;Rohdaten
2019-02-10;141;168;77,6;Rohdaten
2019-02-11;193;247;136;Rohdaten
2019-02-12;169;178;140;Rohdaten
2019-02-13;142;153;120;Rohdaten
2019-02-14;123;133;117;Rohdaten
2019-02-15;111;123;97,5;Rohdaten
2019-02-16;106;114;101;Rohdaten
2019-02-17;104;114;97,5;Rohdaten
2019-02-18;112;123;104;Rohdaten
2019-02-19;105;127;90,8;Rohdaten
2019-02-20;114;136;101;Rohdaten
2019-02-21;129;143;110;Rohdaten
2019-02-22;132;156;110;Rohdaten
2019-02-23;166;186;140;Rohdaten
2019-02-24;146;149;140;Rohdaten
2019-02-25;133;146;127;Rohdaten
2019-02-26;125;140;110;Rohdaten
2019-02-27;147;162;130;Rohdaten
2019-02-28;149;159;133;Rohdaten
2019-03-01;200;221;159;Rohdaten
2019-03-02;286;309;244;Rohdaten
2019-03-03;257;296;229;Rohdaten
2019-03-04;228;247;183;Rohdaten
2019-03-05;232;244;212;Rohdaten
2019-03-06;211;223;206;Rohdaten
2019-03-07;197;209;186;Rohdaten
2019-03-08;226;249;195;Rohdaten
2019-03-09;198;217;168;Rohdaten
2019-03-10;218;255;186;Rohdaten
2019-03-11;303;341;257;Rohdaten
2019-03-12;248;271;217;Rohdaten
2019-03-13;216;232;195;Rohdaten
2019-03-14;209;220;195;Rohdaten
2019-03-15;279;376;223;Rohdaten
2019-03-16;457;490;379;Rohdaten
2019-03-17;397;434;369;Rohdaten
2019-03-18;393;419;374;Rohdaten
2019-03-19;345;381;316;Rohdaten
2019-03-20;281;316;247;Rohdaten
2019-03-21;238;263;223;Rohdaten
2019-03-22;223;237;209;Rohdaten
2019-03-23;196;209;183;Rohdaten
2019-03-24;199;201;195;Rohdaten
2019-03-25;196;204;177;Rohdaten
2019-03-26;194;204;183;Rohdaten
2019-03-27;167;183;152;Rohdaten
2019-03-28;160;168;142;Rohdaten
2019-03-29;148;155;142;Rohdaten
2019-03-30;150;155;146;Rohdaten
2019-03-31;148;165;130;Rohdaten
2019-04-01;142;165;129;Rohdaten
2019-04-02;155;165;149;Rohdaten
2019-04-03;151;159;146;Rohdaten
2019-04-04;155;171;146;Rohdaten
2019-04-05;139;149;126;Rohdaten
2019-04-06;132;139;122;Rohdaten
2019-04-07;125;142;119;Rohdaten
2019-04-08;152;171;129;Rohdaten
2019-04-09;146;165;126;Rohdaten
2019-04-10;169;186;149;Rohdaten
2019-04-11;185;195;177;Rohdaten
2019-04-12;165;183;139;Rohdaten
2019-04-13;144;152;129;Rohdaten
2019-04-14;130;139;112;Rohdaten
2019-04-15;129;139;122;Rohdaten
2019-04-16;119;126;112;Rohdaten
2019-04-17;126;139;112;Rohdaten
2019-04-18;138;149;126;Rohdaten
2019-04-19;143;159;129;Rohdaten
2019-04-20;145;152;139;Rohdaten
2019-04-21;144;155;132;Rohdaten
2019-04-22;135;192;51,1;Rohdaten
2019-04-23;142;177;95,2;Rohdaten
2019-04-24;146;165;129;Rohdaten
2019-04-25;145;155;129;Rohdaten
2019-04-26;146;155;139;Rohdaten
2019-04-27;136;149;116;Rohdaten
2019-04-28;122;132;116;Rohdaten
2019-04-29;125;132;109;Rohdaten
2019-04-30;121;132;112;Rohdaten
2019-05-01;118;126;109;Rohdaten
2019-05-02;110;116;102;Rohdaten
2019-05-03;136;162;112;Rohdaten
2019-05-04;146;162;136;Rohdaten
2019-05-05;142;149;132;Rohdaten
2019-05-06;132;149;112;Rohdaten
2019-05-07;120;132;109;Rohdaten
2019-05-08;117;129;109;Rohdaten
2019-05-09;115;189;41,2;Rohdaten
2019-05-10;128;142;112;Rohdaten
2019-05-11;150;159;139;Rohdaten
2019-05-12;186;239;142;Rohdaten
2019-05-13;211;265;152;Rohdaten
2019-05-14;156;162;139;Rohdaten
2019-05-15;131;139;129;Rohdaten
2019-05-16;121;142;109;Rohdaten
2019-05-17;112;126;99;Rohdaten
2019-05-18;130;136;106;Rohdaten
2019-05-19;131;142;122;Rohdaten
2019-05-20;182;220;139;Rohdaten
2019-05-21;569;772;212;Rohdaten
2019-05-22;850;878;778;Rohdaten
2019-05-23;605;834;483;Rohdaten
2019-05-24;402;485;349;Rohdaten
2019-05-25;324;354;301;Rohdaten
2019-05-26;297;331;257;Rohdaten
2019-05-27;265;271;257;Rohdaten
2019-05-28;277;396;244;Rohdaten
2019-05-29;383;427;316;Rohdaten
2019-05-30;312;339;271;Rohdaten
2019-05-31;248;273;229;Rohdaten
2019-06-01;212;229;201;Rohdaten
2019-06-02;200;205;185;Rohdaten
2019-06-03;201;208;185;Rohdaten
2019-06-04;209;248;182;Rohdaten
2019-06-05;192;230;170;Rohdaten
2019-06-06;176;205;161;Rohdaten
2019-06-07;166;182;135;Rohdaten
2019-06-08;141;161;118;Rohdaten
2019-06-09;152;161;141;Rohdaten
2019-06-10;142;176;111;Rohdaten
2019-06-11;196;222;176;Rohdaten
2019-06-12;178;188;154;Rohdaten
2019-06-13;163;179;135;Rohdaten
2019-06-14;134;158;121;Rohdaten
2019-06-15;131;138;118;Rohdaten
2019-06-16;177;214;132;Rohdaten
2019-06-17;145;164;125;Rohdaten
2019-06-18;129;138;111;Rohdaten
2019-06-19;147;164;128;Rohdaten
2019-06-20;138;151;132;Rohdaten
2019-06-21;140;148;132;Rohdaten
2019-06-22;148;164;135;Rohdaten
2019-06-23;162;176;145;Rohdaten
2019-06-24;142;170;111;Rohdaten
2019-06-25;120;128;115;Rohdaten
2019-06-26;120;128;108;Rohdaten
2019-06-27;105;128;78,3;Rohdaten
2019-06-28;108;115;102;Rohdaten
2019-06-29;104;111;95,1;Rohdaten
2019-06-30;99,8;111;51,2;Rohdaten
2019-07-01;104;151;88,3;Rohdaten
2019-07-02;110;151;98,3;Rohdaten
2019-07-03;98,2;108;84,7;Rohdaten
2019-07-04;86,9;108;71,2;Rohdaten
2019-07-05;91;95,1;84,7;Rohdaten
2019-07-06;88,8;95,1;84,7;Rohdaten
2019-07-07;90,4;111;61;Rohdaten
2019-07-08;103;115;91,5;Rohdaten
2019-07-09;101;115;95,1;Rohdaten
2019-07-10;80,1;95,1;64,4;Rohdaten
2019-07-11;82,3;95,1;64,4;Rohdaten
2019-07-12;78,9;84,7;74,6;Rohdaten
2019-07-13;137;170;78,3;Rohdaten
2019-07-14;119;170;95,1;Rohdaten
2019-07-15;104;115;88,3;Rohdaten
2019-07-16;87,1;111;71,2;Rohdaten
2019-07-17;83;98,3;67,8;Rohdaten
2019-07-18;74,7;81,5;67,8;Rohdaten
2019-07-19;78,2;84,7;71,2;Rohdaten
2019-07-20;79,4;84,7;74,6;Rohdaten
2019-07-21;75,6;84,7;71,2;Rohdaten
2019-07-22;86;102;78,3;Rohdaten
2019-07-23;72,1;84,7;61;Rohdaten
2019-07-24;71,2;81,5;64,4;Rohdaten
2019-07-25;66,2;78,3;57,7;Rohdaten
2019-07-26;58,3;78,3;44,7;Rohdaten
2019-07-27;89,4;98,3;81,5;Rohdaten
2019-07-28;113;154;78,3;Rohdaten
2019-07-29;212;289;105;Rohdaten
2019-07-30;133;197;67,8;Rohdaten
2019-07-31;149;188;78,3;Rohdaten
2019-08-01;113;138;102;Rohdaten
2019-08-02;93,5;105;74,6;Rohdaten
2019-08-03;130;164;74,6;Rohdaten
2019-08-04;92,5;111;71,2;Rohdaten
2019-08-05;77,9;91,5;61;Rohdaten
2019-08-06;98,9;154;38,5;Rohdaten
2019-08-07;166;179;151;Rohdaten
2019-08-08;169;205;145;Rohdaten
2019-08-09;122;191;91,5;Rohdaten
2019-08-10;128;179;67,8;Rohdaten
2019-08-11;108;125;71,2;Rohdaten
2019-08-12;131;164;88,3;Rohdaten
2019-08-13;271;330;167;Rohdaten
2019-08-14;174;238;148;Rohdaten
2019-08-15;125;151;108;Rohdaten
2019-08-16;119;135;105;Rohdaten
2019-08-17;128;167;111;Rohdaten
2019-08-18;109;132;88,3;Rohdaten
2019-08-19;157;176;95,1;Rohdaten
2019-08-20;182;248;141;Rohdaten
2019-08-21;323;382;233;Rohdaten
2019-08-22;216;279;154;Rohdaten
2019-08-23;145;167;128;Rohdaten
2019-08-24;118;132;108;Rohdaten
2019-08-25;112;118;108;Rohdaten
2019-08-26;106;118;88,3;Rohdaten
2019-08-27;95,3;121;78,3;Rohdaten
2019-08-28;79,8;102;67,8;Rohdaten
2019-08-29;97,3;125;78,3;Rohdaten
2019-08-30;112;128;91,5;Rohdaten
2019-08-31;81,9;95,1;74,6;Rohdaten
2019-09-01;78,3;88,3;64,4;Rohdaten
2019-09-02;121;151;67,8;Rohdaten
2019-09-03;122;154;88,3;Rohdaten
2019-09-04;104;125;71,2;Rohdaten
2019-09-05;86,2;115;71,2;Rohdaten
2019-09-06;102;118;74,6;Rohdaten
2019-09-07;110;128;98,3;Rohdaten
2019-09-08;133;141;121;Rohdaten
2019-09-09;150;176;121;Rohdaten
2019-09-10;176;211;111;Rohdaten
2019-09-11;120;138;105;Rohdaten
2019-09-12;99,6;111;81,5;Rohdaten
2019-09-13;77,7;105;57,7;Rohdaten
2019-09-14;79;102;41,6;Rohdaten
2019-09-15;101;151;67,8;Rohdaten
2019-09-16;72,1;81,5;61;Rohdaten
2019-09-17;68,6;91,5;61;Rohdaten
2019-09-18;80,4;98,3;64,4;Rohdaten
2019-09-19;77,7;98,3;44,7;Rohdaten
2019-09-20;68,3;81,5;54,4;Rohdaten
2019-09-21;71,5;81,5;61;Rohdaten
2019-09-22;64,3;71,2;54,4;Rohdaten
2019-09-23;85,2;115;64,4;Rohdaten
2019-09-24;87,5;108;71,2;Rohdaten
2019-09-25;73,7;88,3;54,4;Rohdaten
2019-09-26;73,4;91,5;54,4;Rohdaten
2019-09-27;89,2;102;74,6;Rohdaten
2019-09-28;110;161;71,2;Rohdaten
2019-09-29;110;167;74,6;Rohdaten
2019-09-30;79,7;154;21,6;Rohdaten
2019-10-01;75,7;98,3;51,2;Rohdaten
2019-10-02;81,6;102;54,4;Rohdaten
2019-10-03;144;170;98,3;Rohdaten
2019-10-04;111;148;91,5;Rohdaten
2019-10-05;131;191;91,5;Rohdaten
2019-10-06;235;272;191;Rohdaten
2019-10-07;240;312;185;Rohdaten
2019-10-08;204;302;164;Rohdaten
2019-10-09;190;289;138;Rohdaten
2019-10-10;314;342;274;Rohdaten
2019-10-11;223;275;195;Rohdaten
2019-10-12;167;203;136;Rohdaten
2019-10-13;131;143;119;Rohdaten
2019-10-14;116;126;103;Rohdaten
2019-10-15;104;119;96,4;Rohdaten
2019-10-16;107;113;99,6;Rohdaten
2019-10-17;95,6;116;65,9;Rohdaten
2019-10-18;101;119;86,4;Rohdaten
2019-10-19;101;110;69,3;Rohdaten
2019-10-20;106;113;89,6;Rohdaten
2019-10-21;97,8;106;86,4;Rohdaten
2019-10-22;90,1;103;79,5;Rohdaten
2019-10-23;75,4;82,8;65,9;Rohdaten
2019-10-24;84,7;96,4;69,3;Rohdaten
2019-10-25;83,3;89,6;65,9;Rohdaten
2019-10-26;89,5;103;62,5;Rohdaten
2019-10-27;100;133;76,4;Rohdaten
2019-10-28;91,3;116;72,7;Rohdaten
2019-10-29;79,7;96,4;65,9;Rohdaten
2019-10-30;99,2;116;93,2;Rohdaten
2019-10-31;171;286;113;Rohdaten
2019-11-01;165;262;113;Rohdaten
2019-11-02;127;152;89,6;Rohdaten
2019-11-03;115;126;96,4;Rohdaten
2019-11-04;128;146;96,4;Rohdaten
2019-11-05;140;149;130;Rohdaten
2019-11-06;159;168;146;Rohdaten
2019-11-07;125;146;110;Rohdaten
2019-11-08;121;130;110;Rohdaten
2019-11-09;123;133;116;Rohdaten
2019-11-10;109;116;99,6;Rohdaten
2019-11-11;110;116;99,6;Rohdaten
2019-11-12;101;113;93,2;Rohdaten
2019-11-13;116;126;106;Rohdaten
2019-11-14;106;116;96,4;Rohdaten
2019-11-15;102;116;79,5;Rohdaten
2019-11-16;106;113;99,6;Rohdaten
2019-11-17;102;113;89,6;Rohdaten
2019-11-18;103;110;76,4;Rohdaten
2019-11-19;90,9;110;76,4;Rohdaten
2019-11-20;91,7;113;82,8;Rohdaten
2019-11-21;85,2;106;72,7;Rohdaten
2019-11-22;91,5;99,6;79,5;Rohdaten
2019-11-23;74,2;82,8;59,1;Rohdaten
2019-11-24;64,7;76,4;55,8;Rohdaten
2019-11-25;78,7;89,6;69,3;Rohdaten
2019-11-26;77,5;82,8;72,7;Rohdaten
2019-11-27;79,7;93,2;76,4;Rohdaten
2019-11-28;79,3;113;55,8;Rohdaten
2019-11-29;73;99,6;43;Rohdaten
2019-11-30;121;130;79,5;Rohdaten
2019-12-01;104;116;93,2;Rohdaten
2019-12-02;99,5;103;96,4;Rohdaten
2019-12-03;94,3;103;82,8;Rohdaten
2019-12-04;90,5;99,6;79,5;Rohdaten
2019-12-05;80;103;65,9;Rohdaten
2019-12-06;82,7;89,6;62,5;Rohdaten
2019-12-07;86,4;103;65,9;Rohdaten
2019-12-08;89,1;139;55,8;Rohdaten
2019-12-09;87,6;103;62,5;Rohdaten
2019-12-10;100;110;96,4;Rohdaten
2019-12-11;106;113;96,4;Rohdaten
2019-12-12;103;110;96,4;Rohdaten
2019-12-13;87,7;103;72,7;Rohdaten
2019-12-14;105;113;72,7;Rohdaten
2019-12-15;120;149;89,6;Rohdaten
2019-12-16;115;130;103;Rohdaten
2019-12-17;139;159;126;Rohdaten
2019-12-18;149;174;123;Rohdaten
2019-12-19;125;139;116;Rohdaten
2019-12-20;115;126;69,3;Rohdaten
2019-12-21;134;149;79,5;Rohdaten
2019-12-22;142;159;116;Rohdaten
2019-12-23;148;180;106;Rohdaten
2019-12-24;180;189;168;Rohdaten
2019-12-25;194;225;177;Rohdaten
2019-12-26;232;244;192;Rohdaten
2019-12-27;190;200;162;Rohdaten
2019-12-28;181;189;174;Rohdaten
2019-12-29;162;183;146;Rohdaten
2019-12-30;142;165;123;Rohdaten
2019-12-31;134;146;113;Rohdaten
